Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Total Rejection,Jaundice,2018-09,Wales,1,310058,19,0
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-07,England,128,704944,140,0.018
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-08,England,144,886565,141,0.016
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-09,England,71,642372,139,0.011
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-07,Wales,9,265665,19,0.003
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-08,Wales,6,318698,19,0.002
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-09,Wales,6,310058,19,0.002
Sheep,Total Rejection,Other,2018-07,England,43,704944,140,0.006
Sheep,Total Rejection,Other,2018-08,England,69,886565,141,0.008
Sheep,Total Rejection,Other,2018-09,England,30,642372,139,0.005
Sheep,Total Rejection,Other,2018-07,Wales,1,265665,19,0
Sheep,Total Rejection,Other,2018-08,Wales,11,318698,19,0.003
Sheep,Total Rejection,Other,2018-09,Wales,7,310058,19,0.002
Sheep,Total Rejection,Polyarthritis,2018-07,England,68,704944,140,0.01
Sheep,Total Rejection,Polyarthritis,2018-08,England,68,886565,141,0.008
