Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Total Rejection,Contamination,2020-11,England,2,870282,124,0
Sheep,Total Rejection,Contamination,2020-12,England,6,960238,122,0.001
Sheep,Total Rejection,Contamination,2020-10,Wales,4,282027,16,0.001
Sheep,Total Rejection,Contamination,2020-11,Wales,4,260937,16,0.002
Sheep,Total Rejection,Contamination,2020-12,Wales,5,255979,16,0.002
Sheep,Total Rejection,Cysticercus ovis (Generalised),2020-10,England,100,878680,121,0.011
Sheep,Total Rejection,Cysticercus ovis (Generalised),2020-11,England,116,870282,124,0.013
Sheep,Total Rejection,Cysticercus ovis (Generalised),2020-12,England,161,960238,122,0.017
Sheep,Total Rejection,Cysticercus ovis (Generalised),2020-10,Wales,39,282027,16,0.014
Sheep,Total Rejection,Cysticercus ovis (Generalised),2020-11,Wales,31,260937,16,0.012
Sheep,Total Rejection,Cysticercus ovis (Generalised),2020-12,Wales,58,255979,16,0.023
Sheep,Total Rejection,Emaciation/Generalised Oedema,2020-10,England,287,878680,121,0.033
Sheep,Total Rejection,Emaciation/Generalised Oedema,2020-11,England,275,870282,124,0.032
Sheep,Total Rejection,Emaciation/Generalised Oedema,2020-12,England,243,960238,122,0.025
Sheep,Total Rejection,Emaciation/Generalised Oedema,2020-10,Wales,22,282027,16,0.008
Sheep,Total Rejection,Emaciation/Generalised Oedema,2020-11,Wales,9,260937,16,0.003
Sheep,Total Rejection,Emaciation/Generalised Oedema,2020-12,Wales,30,255979,16,0.012
Sheep,Total Rejection,Generalised Tuberculosis (Suspect),2020-12,England,1,960238,122,0
Sheep,Total Rejection,Jaundice,2020-10,England,14,878680,121,0.002
Sheep,Total Rejection,Jaundice,2020-11,England,26,870282,124,0.003
Sheep,Total Rejection,Jaundice,2020-12,England,16,960238,122,0.002
Sheep,Total Rejection,Jaundice,2020-10,Wales,2,282027,16,0.001
Sheep,Total Rejection,Jaundice,2020-11,Wales,1,260937,16,0
Sheep,Total Rejection,Jaundice,2020-12,Wales,2,255979,16,0.001
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2020-10,England,153,878680,121,0.017
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2020-11,England,182,870282,124,0.021
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2020-12,England,225,960238,122,0.023
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2020-10,Wales,14,282027,16,0.005
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2020-11,Wales,17,260937,16,0.007
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2020-12,Wales,24,255979,16,0.009
Sheep,Total Rejection,Other,2020-10,England,89,878680,121,0.01
Sheep,Total Rejection,Other,2020-11,England,63,870282,124,0.007
Sheep,Total Rejection,Other,2020-12,England,92,960238,122,0.01
