Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Carcase,Contamination,2018-05,Wales,4135,183962,19,2.248
Sheep,Carcase,Contamination,2018-06,Wales,2880,182658,19,1.577
Sheep,Carcase,Cysticercus ovis (Carcase),2018-04,England,2548,636003,141,0.401
Sheep,Carcase,Cysticercus ovis (Carcase),2018-05,England,2682,692840,139,0.387
Sheep,Carcase,Cysticercus ovis (Carcase),2018-06,England,1900,614959,142,0.309
Sheep,Carcase,Cysticercus ovis (Carcase),2018-04,Wales,1458,151597,19,0.962
Sheep,Carcase,Cysticercus ovis (Carcase),2018-05,Wales,1313,183962,19,0.714
Sheep,Carcase,Cysticercus ovis (Carcase),2018-06,Wales,367,182658,19,0.201
Sheep,Carcase,Hydatid Cyst,2018-04,England,72,636003,141,0.011
Sheep,Carcase,Hydatid Cyst,2018-05,England,175,692840,139,0.025
Sheep,Carcase,Hydatid Cyst,2018-06,England,138,614959,142,0.022
Sheep,Carcase,Hydatid Cyst,2018-04,Wales,23,151597,19,0.015
Sheep,Carcase,Hydatid Cyst,2018-05,Wales,11,183962,19,0.006
Sheep,Carcase,Hydatid Cyst,2018-06,Wales,4,182658,19,0.002
Sheep,Carcase,Joint Lesions,2018-04,England,5312,636003,141,0.835
Sheep,Carcase,Joint Lesions,2018-05,England,5375,692840,139,0.776
Sheep,Carcase,Joint Lesions,2018-06,England,3389,614959,142,0.551
Sheep,Carcase,Joint Lesions,2018-04,Wales,1756,151597,19,1.158
Sheep,Carcase,Joint Lesions,2018-05,Wales,1924,183962,19,1.046
Sheep,Carcase,Joint Lesions,2018-06,Wales,980,182658,19,0.537
Sheep,Carcase,Other,2018-04,England,6851,636003,141,1.077
Sheep,Carcase,Other,2018-05,England,7068,692840,139,1.02
Sheep,Carcase,Other,2018-06,England,4953,614959,142,0.805
Sheep,Carcase,Other,2018-04,Wales,509,151597,19,0.336
Sheep,Carcase,Other,2018-05,Wales,1491,183962,19,0.81
Sheep,Carcase,Other,2018-06,Wales,855,182658,19,0.468
Sheep,Offal,Contamination,2018-04,England,6143,636003,141,0.966
Sheep,Offal,Contamination,2018-05,England,7203,692840,139,1.04
Sheep,Offal,Contamination,2018-06,England,7201,614959,142,1.171
Sheep,Offal,Contamination,2018-04,Wales,2317,151597,19,1.528
Sheep,Offal,Contamination,2018-05,Wales,3438,183962,19,1.869
Sheep,Offal,Contamination,2018-06,Wales,3147,182658,19,1.723
Sheep,Offal,Cysticercus ovis (Offal),2018-04,England,5165,636003,141,0.812
Sheep,Offal,Cysticercus ovis (Offal),2018-05,England,5136,692840,139,0.741
Sheep,Offal,Cysticercus ovis (Offal),2018-06,England,3873,614959,142,0.63
Sheep,Offal,Cysticercus ovis (Offal),2018-04,Wales,2223,151597,19,1.466
Sheep,Offal,Cysticercus ovis (Offal),2018-05,Wales,1937,183962,19,1.053
Sheep,Offal,Cysticercus ovis (Offal),2018-06,Wales,624,182658,19,0.342
Sheep,Offal,Cysticercus tenuicollis,2018-04,England,66372,636003,141,10.436
Sheep,Offal,Cysticercus tenuicollis,2018-05,England,62877,692840,139,9.075
Sheep,Offal,Cysticercus tenuicollis,2018-06,England,47815,614959,142,7.775
Sheep,Offal,Cysticercus tenuicollis,2018-04,Wales,25470,151597,19,16.801
Sheep,Offal,Cysticercus tenuicollis,2018-05,Wales,23259,183962,19,12.643
Sheep,Offal,Cysticercus tenuicollis,2018-06,Wales,16273,182658,19,8.909
Sheep,Offal,Fluke Immature,2018-04,England,9473,636003,141,1.489
Sheep,Offal,Fluke Immature,2018-05,England,10624,692840,139,1.533
Sheep,Offal,Fluke Immature,2018-06,England,8030,614959,142,1.306
Sheep,Offal,Fluke Immature,2018-04,Wales,1013,151597,19,0.668
Sheep,Offal,Fluke Immature,2018-05,Wales,1241,183962,19,0.675
Sheep,Offal,Fluke Immature,2018-06,Wales,163,182658,19,0.089
Sheep,Offal,Fluke Mature,2018-04,England,52032,636003,141,8.181
Sheep,Offal,Fluke Mature,2018-05,England,53377,692840,139,7.704
Sheep,Offal,Fluke Mature,2018-06,England,35136,614959,142,5.714
Sheep,Offal,Fluke Mature,2018-04,Wales,20738,151597,19,13.68
Sheep,Offal,Fluke Mature,2018-05,Wales,20843,183962,19,11.33
Sheep,Offal,Fluke Mature,2018-06,Wales,8499,182658,19,4.653
Sheep,Offal,Hepatic Scarring,2018-04,England,1,636003,141,0
Sheep,Offal,Historic Liver Scarring,2018-04,England,4754,636003,141,0.747
